seed,cost_wan,carbon_t,latency_ms,nu_pct,policy
0,183878.55409751285,2015845.5898596686,27.088421532510246,32.85110407097511,"[8.302843929072873, 0.03204888664267129, 12.631980133421864, 9.901163216135389, 0.0]"
0,183810.3112370613,2015481.7784217591,27.38713634977233,32.85081163819006,"[6.652575463292988, 0.0026941234106458885, 12.237256514167635, 17.47023751529946, 0.00040566111396565086]"
0,183730.31412218785,2014849.861132524,27.71591675114629,32.85567328415816,"[4.383509227963401, 0.0, 10.475580143201379, 14.691972564984813, 0.0]"
0,184064.12610747776,2017241.883803845,26.27173187426051,32.842269257937,"[11.777422813168087, 0.037219483273455894, 11.480365085761385, 7.3716973300860715, 1.6078854058899176e-06]"
0,183992.96663084254,2016668.1323767009,26.564067903582398,32.84564913103394,"[10.456893513599852, 0.03493793981390229, 11.628310781027222, 7.478625387501314, 0.0]"
0,183730.31412218785,2014849.861132524,27.71591675114629,32.85567328415816,"[4.383509227963401, 0.0, 10.475580143201379, 14.692035187609706, 0.0]"
1,183706.10929571567,2014723.0012202696,27.795350103819555,32.857597445461394,"[0.0, 0.0, 0.0, 0.0, 0.0]"
1,184738.86694672197,2025456.651173059,25.28863533101265,32.76923261100304,"[14.32603492472318, 0.05724884033562156, 7.686814073542218, 14.573438908771163, 0.062212632768497984]"
1,184738.86694672197,2025456.651173059,25.28863533101265,32.76923261100304,"[14.228537645196777, 0.06440681033882222, 7.775566605298357, 14.458211848863144, 0.062212632768497984]"
1,183706.10929571567,2014723.0012202696,27.795350103819555,32.857597445461394,"[0.09749727952640287, 0.0, 0.0, 0.11522705990802042, 0.0]"
1,184545.0255783304,2022548.2426236563,25.334829602847194,32.796655963640156,"[15.0, 0.049352732224375126, 2.353154063905057, 13.969081238774116, 0.03526082983436898]"
1,184735.0009261278,2025359.518281381,25.321730198062355,32.770230531786225,"[15.0, 0.05724884033562156, 7.30029853040077, 14.608457632138784, 0.061254708106544126]"
1,184441.44239050246,2021042.8018914224,25.339889055698738,32.81139010493326,"[14.814649332994536, 8.905436354362474e-07, 6.235337337902325, 14.47394928885497, 0.02202625497079323]"
1,184545.0255783304,2022548.2426236563,25.334829602847194,32.796655963640156,"[15.0, 0.057352801048770344, 2.44931619771445, 14.431367943126613, 0.03526082983436898]"
1,184409.14986693935,2020590.0811274012,25.361174624564722,32.815646082766,"[15.0, 0.14179740344552588, 7.138323709668118, 12.01308768475341, 0.01736452075328509]"
1,184347.77042640845,2019573.2954465416,25.383114911551424,32.825317189325865,"[14.242427989620708, 0.0, 4.5473386184104205, 10.593492196490153, 0.007838695744293422]"
1,183992.96663084254,2016668.1323767009,26.564067903582398,32.84564913103394,"[10.651387165202252, 0.0, 12.557783780366401, 11.395628010918411, 0.0]"
1,184250.50110125708,2018886.4790032944,25.686776964854033,32.83035382810986,"[13.095446889327834, 0.0, 4.457978392639089, 10.422513035687885, 0.007838695744293422]"
